date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:56:21	1758/1758	---MCZ	200	added ('OK')	text/css	date:Mon,%2023%20Jul%202018%2020:56:29%20GMT	http://static-public.klickpages.com.br/tmp/zip/928/styles/main.css?v=1532379387	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/tmp/zip/928/styles/mainf19b.css	(from https://mestredosafiliados.kpages.online/nova-pagina-319603?blog=pymynajm&video=3wvi8tbo1)
04:56:22	1102/1102	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Jul%202019%2018:01:18%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/made_with.css?v=1548698343	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/made_withc0c6.css	(from https://mestredosafiliados.kpages.online/nova-pagina-319603?blog=pymynajm&video=3wvi8tbo1)
04:56:22	3808/3808	---M--	200	added ('OK')	image/png	etag:%2292c413d7d16dbed8ff310de135b9fb7d%22	http://static-public.klickpages.com.br/app/assets/images/logos/klickpages.png?v=1548698343	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/images/logos/klickpagesc0c6.png	(from https://mestredosafiliados.kpages.online/nova-pagina-319603?blog=pymynajm&video=3wvi8tbo1)
04:56:24	15651/15651	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2004%20Sep%202019%2017:33:35%20GMT	http://static-public.klickpages.com.br/app/assets/javascripts/public/js/body/end.js?v=1548698343	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/javascripts/public/js/body/endc0c6.js	(from https://mestredosafiliados.kpages.online/nova-pagina-319603?blog=pymynajm&video=3wvi8tbo1)
04:56:25	7710/7710	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2004%20Oct%202019%2017:46:17%20GMT	http://static-public.klickpages.com.br/app/assets/javascripts/libs/libs.js?v=1548698343	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/javascripts/libs/libsc0c6.js	(from https://mestredosafiliados.kpages.online/nova-pagina-319603?blog=pymynajm&video=3wvi8tbo1)
04:56:26	85134/85134	---M--	200	added ('OK')	image/jpeg	etag:%226914ccb4d82dbbf3515352e511627034%22	http://static-public.klickpages.com.br/uploads/media/file/688984/49412_i.jpg	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/uploads/media/file/688984/49412_i.jpg	(from https://mestredosafiliados.kpages.online/nova-pagina-319603?blog=pymynajm&video=3wvi8tbo1)
04:56:26	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Thu,%2017%20Oct%202019%2004:56:24%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/fancybox_sprite.png	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/fancybox_sprite.png	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1548698343)
04:56:26	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Thu,%2017%20Oct%202019%2004:56:24%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/fancybox_loading.gif	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/fancybox_loading.gif	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1548698343)
04:56:27	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Thu,%2017%20Oct%202019%2004:56:25%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/blank.gif	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/blank.gif	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1548698343)
04:56:27	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Thu,%2017%20Oct%202019%2004:56:25%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/fancybox_overlay.png	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/fancybox_overlay.png	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1548698343)
04:56:28	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Thu,%2017%20Oct%202019%2004:56:25%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/fancybox_sprite@2x.png	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/fancybox_sprite@2x.png	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1548698343)
04:56:28	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Thu,%2017%20Oct%202019%2004:56:26%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/fancybox_loading@2x.gif	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/fancybox_loading@2x.gif	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1548698343)
04:56:28	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Thu,%2017%20Oct%202019%2004:56:26%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/images/bx_loader.gif	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/images/bx_loader.gif	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1548698343)
04:56:29	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Thu,%2017%20Oct%202019%2004:56:27%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/images/controls.png	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/images/controls.png	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1548698343)
04:56:29	3666/3666	---M--	200	added ('OK')	text/html	etag:%222cca4860cddc4acff22576d4de18955e%22	http://static-public.klickpages.com.br/app/assets/stylesheets/logos/logo-kp-white.png	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/logos/logo-kp-white.html	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1548698343)
04:56:29	2553/2553	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Jan%202016%2012:38:46%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/launchblog/error-video.svg	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/launchblog/error-video.svg	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1548698343)
04:56:29	3574/3574	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Jan%202016%2012:38:18%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/launchblog/error-protection.svg	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/launchblog/error-protection.svg	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1548698343)
04:56:30	3528/3528	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Jan%202016%2012:38:32%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/launchblog/error-sale.svg	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/app/assets/stylesheets/launchblog/error-sale.svg	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1548698343)
04:56:30	1580/1580	---M--	200	added ('OK')	image/png	etag:%22f6ad99c871318ef69f3250cd5f10eb3e%22	http://static-public.klickpages.com.br/tmp/zip/922/images/ico/play.png?v=1532376893	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/tmp/zip/922/images/ico/play6a31.png	(from http://static-public.klickpages.com.br/tmp/zip/922/styles/main.css?v=1532376893)
04:56:38	351491/351491	---M--	200	added ('OK')	image/png	etag:%22d3b8eeb49b5d83d60d56ffdf2924cd91%22	http://static-public.klickpages.com.br/uploads/media/file/711107/screenshot_20190116-120352.png	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/uploads/media/file/711107/screenshot_20190116-120352.png	(from https://mestredosafiliados.kpages.online/nova-pagina-319603?blog=pymynajm&video=3wvi8tbo1)
04:56:38	2500/2500	---M--	200	added ('OK')	image/png	etag:%22f6ad99c871318ef69f3250cd5f10eb3e%22	http://static-public.klickpages.com.br/tmp/zip/924/images/ico/play.png?v=1532377415	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/tmp/zip/924/images/ico/playe7d5.png	(from http://static-public.klickpages.com.br/tmp/zip/924/styles/main.css?v=1532377415)
04:56:38	260/260	---M--	200	added ('OK')	image/png	etag:%22794333afa27a8e151060445d9b46b997%22	http://static-public.klickpages.com.br/tmp/zip/925/images/misc/dropdown.png?v=1532378686	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/tmp/zip/925/images/misc/dropdownee72.png	(from http://static-public.klickpages.com.br/tmp/zip/925/styles/main.css?v=1532378686)
04:57:09	944967/944967	---M--	200	added ('OK')	image/png	etag:%223ec5814c1b67d6a58351cf9adea75baf%22	http://static-public.klickpages.com.br/uploads/media/file/692313/20181229_085722_0001.png	C:/Meus%20Sites/bolo/static-public.klickpages.com.br/uploads/media/file/692313/20181229_085722_0001.png	(from https://mestredosafiliados.kpages.online/nova-pagina-319603?blog=pymynajm&video=3wvi8tbo1)
